a 一 一个 每
aback 向后
graphic 图表
graphical 图形
graphically 用图表
grapple 格斗
grasp 抓住
grass 草
grateful 感激
gratify 满意
gratitude 感激
grave 严重
grave 雕刻
grave 坟墓
gravely 严峻地
gravitate 移动
gravity 重力
graze 擦伤
grease 润滑油脂
greasy 油脂
great 很大
greater 更大
greatest 最大
greatly 大大地
greece 希腊
greedy 贪婪
greek 希腊
greek 希腊人
greek 希腊语
green 绿色
green 格林
greenland 格陵兰
greenwich 格林威治
greet 问候
grenada 格林纳达
grenadan 格林纳达
grenadan 格林纳达人
grey 灰色
grid 栅格
grief 忧伤
grieve 忧伤
grievous 令人忧伤
griffin 格里芬
grim 严酷
grip 把手
grip 抓住
groan 起哄
groan 呻吟
grocery 杂货店
groove 作槽
groove 槽
grope 搜索
ground 地面
grounding 基础
groundless 毫无根据
group 组
grovel 卑躬屈膝
grow 培育
grow 成长
growing 日益增长的
growing 成长
growth 成长
grudge 不给予
gruesome 可怕
grumble 抱怨
gsr 地面监视
guadalajara 瓜达拉哈拉
guadeloupe 瓜德罗普
guam 关岛
guangdong 广东
guangxi 广西
guangzhou 广州
guantanamo 关塔那摩
guarantee 保证
guard 警戒
guard 捍卫
guardian 监护人
guatemala 危地马拉
guatemalan 危地马拉人
guatemalan 危地马拉
guayaquil 瓜亚基尔
guerrilla 游击队
guess 猜出
guess 猜测
guess 猜想
guess 认为
guest 客人
guidance 原则
guide 指引
guide 指南
guideline 方针
guilin 桂林
guilt 犯罪
guilty 犯有罪行
guinea 几内亚
guinean 几内亚人
guinean 几内亚
guitar 弹吉他
guitar 吉他
guitarist 吉他演奏者
guiyang 贵阳
guizhou 贵州
gulf 海湾
gully 溪谷
gulp 吞食
gun 炮
gunfire 炮火
gunner 射手
gunpowder 火药
gush 涌出
gust 阵风
gustou 热忱
gutian 古田
gutless 没有勇气
guyana 圭亚那
gym 体育馆
gymnasium 体育馆
gymnast 体操运动员
gymnastic 体操
gymnastics 体操
habana 哈瓦那
habit 习惯
habitability 可居住性
habitable 可居住
habitant 居住者
habitation 居住
habitual 惯常
habitually 习惯地
habituate 习惯
habituation 适应
habitude 习俗
hack 出租
hack 砍
haematic 血液
haematic 补血剂
haematoblast 血小板
haematocyte 血球
haematology 血液学
haemorrhage 出血
haemorrhoid 痔疮
hafnium 铪
haggle 争价
hague 海牙
haifa 海法
haikou 海口
hail 欢呼
hailstorm 雹暴
haiphong 海防
hair 头发
hairchested 粗壮
haircut 理发
hairlike 毛状
haiti 海地
haitian 海地人
haitian 海地
hakodate 函馆
hakone 箱根
half 一半
halfback 中卫
halfway 半途
halfwit 笨蛋
halfyearly 每半年
halifax 哈利法克斯
hall 厅
hallmark 特点
hallstand 衣帽架
halt 终止
halt 阻拦
halve 分成二份
ham 火腿
hama 哈马
hamburg 汉堡
hamilton 汉密尔顿
hamlet 汉姆雷特
hammer 锤打
hammer 锤子
hammerheaded 愚笨
hammerless 无锤
hammerman 锻工
hammersmith 锻工
hand 手
hand 掌握
hand 协助
hand 支持
hand 递交
handan 邯郸
handarm 手枪
handbag 手提包
handball 手球
handbill 传单
handbook 手册
handclasp 握手
handcuff 手拷
handdrill 手摇钻
handful 把
handgun 手枪
handicap 阻碍
handicraft 手艺
handily 方便地
handkerchief 手帕
handle 处理
handle 把柄
handlebar 把手
handler 管理者
handless 无手
handmade 手工制造
handorgan 手摇风琴
handrail 扶手
handsaw 手锯
handshake 握手
handsome 漂亮
handstand 倒立
handwork 手工
handwriting 书法
handy 方便
handyman 零杂工
hang 悬挂
hang 诀窍
hang 意义
hangabout 闲荡
hangback 犹豫
hangbehind 落在后面
hanker 渴望
hanoi 河内
happen 发生
happily 幸福地
happiness 幸福
happy 幸福
happy 快乐
harass 烦恼
harassment 折磨
harbin 哈尔滨
harbour 港口
harbour 庇护
harbour 停泊
harbourage 避难所
hard 努力地
hard 坚硬
hardcopy 硬拷贝
hardcurrency 硬通货
harden 强化
hardheaded 冷静
hardlanding 硬着陆
hardly 很少
hardness 硬度
hardship 艰苦
hardstand 停机坪
hardware 硬件
hardworking 努力工作
hare 野兔
harebrained 轻率
harehearted 胆小
hargeisa 哈尔格萨
harlem 哈莱姆
harm 损害
harmful 有害
harmless 无害
harmonic 谐函数
harmonic 谐波
harmonically 融洽地
harmonious 协调
harmonize 协调
harmony 协调
harness 利用
harness 马具
harp 竖琴
harrow 哈罗
harry 掠夺
harsh 粗糙
harvard 哈佛大学
harvest 收获
haste 匆忙
hasten 促进
hasten 加速
hastily 草率地
hasty 草率
hat 帽子
hatband 帽圈
hatch 孵化
hatch 孵出
hatch 舱门
hatch 策划
hatch 蛋尚未孵别数鸡
hate 憎恨
hate 讨厌
hate 不愿
hateful 可恶
hater 怀恨者
hatred 仇恨
haughty 傲慢
haul 拖曳
haulage 拖运
haunt 神鬼出没
haunting 不易忘怀的
havana 哈瓦那
have 使
have 省吃俭用
have 有
haversack 帆布背包
havoc 灾害
hawaii 夏威夷
hawk 传播
hawk 鹰
hawthorn 山楂
hay 干草
hayfield 干草地
haymaking 翻晒干草
haystack 干草堆
hazard 危险
hazardous 冒险
he 他
head 头
head 头脑
head 领袖
head 为首
head 前进
headache 头痛
headachy 头痛
headdress 头中
headgear 头饰
heading 标题
headlamp 前灯
headline 标题
headlong 轻率
headmaster 校长
headmistress 女校长
headmoney 人头税
headnote 批注
headoffice 总机构
headpage 扉页
headpiece 帽子
headquarters 司令部
headstrong 不受管束
headwater 河源
headwind 逆风
headword 标题
headwork 脑力劳动
heady 任性
heal 治愈
health 健康状况
healthful 有益健康
healthgiving 有益于健康
healthy 健康
heap 堆积
heap 堆
hear 听到
hearing 倾听
hearken 倾听
hearsay 道听途说
hearse 灵车
heart 心
heart 心脏
heart 中心
heart 有志者事竟成
heartache 痛心
heartburning 嫉妒
heartdisease 心脏疾患
hearten 激励
heartfelt 衷心
hearth 火炉
heartily 热忱地
heartland 中心地带
heartless 无情
heartsick 沮丧
heartsore 悲伤
heartwarming 暖人心房
heartwhole 真诚
hearty 衷心
heat 热
heat 加热
heater 发热器
heating 加热
heating 供热
heatproof 抗热
heatseeking 热制导
heave 举起
heaven 天
heavenly 天上
heavily 沉重地
heaviness 沉重
heavy 沉重
hebdomad 一周
hebei 河北
hebetate 鲁钝
hebetude 愚钝
hebrew 希伯来人
hebrides 赫里布底群岛
hectare 公顷
hectic 发热
hectic 肺病热
hectically 兴奋地
hectogram 百克
hectolitre 百升
hectometre 百米
hector 欺凌
hedge 树篱
hedge 障碍
hedge 君子之交淡如水
hedge 用树篱围住
hedgehog 猬
hedgehop 掠地飞行
hedgehopper 掠地飞行的飞机
hedonic 享乐
hedonic 享乐主义学说
hedonism 享乐主义
heed 注意
heedful 注意
heedless 不注意
heel 跟部
heelless 没脚后跟
heelpiece 鞋后跟
heelpost 柱脚
hefei 合肥
hegel 黑格尔
hegelism 黑格尔主义
hegemony 霸权
hegira 逃亡
height 高度
heighten 提高
heilongjiang 黑龙江
heir 继承人
heiress 女继承人
heirless 无继承人
heirship 继承权
heliacal 太阳
heliborne 由直升机运载
helical 螺旋性
helicoid 螺旋面
helicopter 直升机
helidrome 直升飞机机场
helium 氦
hell 地狱
hellbent 固执
hellfire 地狱之火
hellfired 极度地
hellish 地狱般
hello 喂
helm 舵
helmet 头盔
helot 农奴
helotism 农奴制
helotry 农奴阶级
help 帮助
helper 帮手
helpful 有益
helpless 无助
helpmate 配偶
helsinki 赫尔辛基
helve 斧柄
hem 包围
hematemesis 咯血
hematoblast 血小板
hematuria 血尿
hemingway 海明威
hemiplegia 偏瘫
hemisphere 半球
hemispheric 半球
hemophilia 血友病
hemorrhage 出血
hemorrhagic 出血
hemp 大麻
hen 母鸡
henan 河南
hence 因此
henceforth 从今以后
henceforward 今后
hencoop 鸡棚
hengyang 衡阳
henhearted 懦弱
henpecked 惧内
henroost 鸡窝
henry 亨利
heopmeet 配偶
hepatic 肝
hepatitis 肝炎
hepatomegaly 肝肿大
herald 宣告来临
herald 先驱
herat 赫拉特
herb 草药
herd 牧群
herdsman 牧人
here 这里
hereafter 从此以后
hereditable 可继承
hereditary 世袭
heredity 遗传
herein 在这里
hereinabove 在上文
hereinafter 在下文
heres 继承人
hereto 至此
hereupon 于是
herewith 与此一道
heritable 可继承
heritage 遗产
heritor 继承人
hermetic 密封
hermetically 密封地
hermit 隐士
hero 英雄
heroic 英雄
heroin 海洛因
heroine 女英雄
heroism 英雄主义
heroworship 英雄崇拜
herring 青鱼
hers 她的
hertz 赫兹
herzegovina 黑塞哥维那
hesitance 犹豫不决
hesitant 犹豫不决
hesitate 不愿
hesitatingly 犹豫地
hesitation 犹豫
heteronym 同形异音异义词
heuristic 启发式
hew 砍
hexagon 六角形
hexagonal 六角形
hexahedron 六面体
heyday 全盛时期
hiatus 空隙
hibernal 冬天
hibernant 冬眠
hibernate 冬眠
hidden 暗藏
hide 掩藏
hideaway 隐避处
hideous 丑恶
hideuot 躲藏处
hie 催促
hiemal 冬季
hierach 大主教
hierarchical 分级
hierarchy 层次
hieroglyph 象形文字
hieroglyphic 象形文字
higgle 争执
high 高
highblown 浮夸
highborn 出身高贵
highbred 良种
highclass 高级
highland 高地
highlight 重要部分
highlight 突出
highly 高度
hightide 高潮
highwater 高潮
highway 公路
highwayman 拦路强盗
hijack 劫持
hijacker 劫持者
hike 步行
hilarious 欢闹
hilarity 欢闹
hill 山岗
hillock 小丘
hillside 山坡
hilltop 山顶
hilt 柄
him 他
hind 后面
hindmost 最后
hindrance 障碍
hinge 关健
hinge 依赖
hinny 驴骡
hint 暗示
hinterland 腹地
hip 忧郁
hip 臀部
hip 情绪低沉
hipbath 坐浴
hipgout 坐骨神经痛
hippy 嬉皮士
hirable 能租用
hire 租
hireling 佣工
hiroshima 广岛
hirsute 多毛
hispanic 西班牙
hispid 有鬃毛
historian 历史学家
historic 具有历史意义
historical 历史
historically 历史地
history 历史
histrionic 戏剧
hit 击中
hitch 蹒跚
hitchhike 免费搭车
hitchup 拉起
hither 这里
hithermost 最靠近
hitherto 迄今为止
hitler 希特勒
hive 蜂箱
hktv 香港电视
hoar 灰白
hoard 储藏
hoarse 嘶哑
hoary 灰白
hoax 愚弄
hob 炉旁的铁架
hobart 霍巴特
hobble 蹒跚
hobbledehoy 青少年
hobby 业余爱好
hobbyhorse 木马
hobgoblin 精灵
hobnail 平头钉
hobnob 亲切地交谈
hobnob 聚会
hobo 过流浪生活
hoboism 流浪生活
hock 典当
hockey 曲棍球
hocus 欺骗
hod 灰浆桶
hodeida 荷台达
hodgepodge 大杂烩
hodiernal 现在
hodman 雇佣工人
hodometer 车程计
hoe 锄头
hoe 锄
hog 猪
hogback 拱起的背
hogcholera 猪霍乱
hoggin 夹砂砾石
hoggish 贪婪
hogman 养猪人
hogpen 猪圈
hogskin 猪皮
hogwash 猪食
hogwild 无约束
hoist 提升间
hoist 升起
hoister 起重机
hoke 故作多情
hokey 故作多情
hokkaido 北海道
hold 执行
hold 认为
hold 确保
hold 保持
hold 控制
holdback 阻碍物
holddown 缩减
holder 固定器
holdout 坚持
hole 突破口
hole 凿洞
hole 洞
holiday 假日
holidayer 度假者
holland 荷兰
hollander 荷兰人
hollow 空洞
hollow 洼地
hollow 挖空
holloweyed 眼睛凹陷
hollywood 好莱坞
hollywoodish 好莱坞
holmium 钬
hologram 全息图
holograph 亲笔文件
holograph 亲笔写
holographic 全息
holography 全息术
holster 枪套
holt 兽穴
holy 神圣的东西
holy 神圣
homage 敬意
home 家
home 国内
home 开头
home 首页
homeborn 土生土长
homebrewed 家酿
homefront 大后方
homegenize 均匀
homegrown 本国产
homeland 本土
homeless 无家可归
homelike 亲切
homely 家常
homemaker 家庭主妇
homesick 想家
homesickness 思乡病
homestead 宅基
hometown 故乡
homework 家庭作业
homicidal 杀人
homicide 杀人者
homiletic 说教
homily 布道
homing 自导引
hominy 玉米片
homocentric 同中心
homogencous 同类
homogeneous 同类
homogenetic 同类
homogenize 均匀
homogenizer 均化器
homogenous 同质
homologate 同意
homologize 相应
homologous 类似
homoplastic 相似
homosexual 同性恋
homosexual 同性恋者
homs 霍姆斯
homunculus 矮人
honcho 老板
honduran 洪都拉斯
honduran 洪都拉斯人
honduras 洪都拉斯
hone 磨石
honest 诚实
honesty 诚实
honey 蜂蜜
honeybee 蜜蜂
honeycomb 蜂脾
honeydew 甘汁
honeylipped 甜言蜜语
honeymoon 蜜月
honeymoon 度蜜月
hong 行
hongkong 香港
honiara 霍尼亚拉
honk 雁叫声
honolulu 火奴鲁鲁
honorarium 酬金
honorary 名誉
honorific 尊敬
honour 尊敬
honourable 光荣
honourroll 荣誉名册
honshu 本州
hood 用头巾包
hood 兜帽
hoof 踢
hoof 蹄
hoofbeat 蹄声
hoofpad 蹄垫
hook 钩
hooka 水烟筒
hookah 水烟筒
hooked 钩状
hookedness 钩状物
hookey 逃学者
hookey 钩状
hooklet 小钩子
hooknose 钩鼻
hooligan 恶棍
hooliganism 流氓行为
hoop 箍
hoop 加箍
hoopiron 铁箍
hoopman 篮球运动员
hoot 猫头鹰叫声
hooter 汽笛
hoover 真空吸尘器
hop 跳
hope 希望
hope 人靠希望而生
hopeful 有希望
hopefully 可以期望
hopeless 不可救药
hopper 跳虫
hoppergrass 跳虫
horde 游牧部落
horizon 地平线
horizontal 水平
horizontally 水平
hormone 荷尔蒙
hormonology 内分泌学
horn 触角
horn 装角
hornful 满满一角杯
hornless 无角
hornlike 似角
hornpipe 号笛
hornrimmed 有角质架
hornstone 角岩
horny 角状
horologe 钟表
horologer 钟表研究者
horologium 钟表
horology 钟表学
horoscoper 星占
horrendous 可怕
horrendously 可怕地
horrible 可怕
horribly 可怕
horrid 可怕
horrific 极其可怕
horrify 惊骇
horror 恐怖
horrorstruck 受惊吓
horse 马
horse 骑马
horse 骑兵
horse 脚架
horse 取笑
horseback 马背
horsebreaker 训马师
horsecloth 马衣
horsecollar 马颈圈
horsefaced 马脸
horsefly 虻
horsegear 马具
horsehair 马鬃
horsehide 马皮
horselangh 哄笑
horselaugh 哄笑
horsemanship 马术
horseplay 胡闹
horsepower 马力
horseshit 马粪
horsetail 马尾
horsewhip 马鞭
horsewhip 用马鞭抽打
horsily 似马一样
horsy 马
hortative 劝告
hortatively 规劝地
hortatory 劝告
horticulture 园艺
hose 软管
hosecart 水管车
hoseman 消防人员
hosepipe 水龙软管
hosier 内衣类经售商
hosiery 袜
hospice 收容所
hospitable 好客
hospital 医院
hospitality 盛情
host 主人
host 主机
hostage 人质
hostageship 充当人质
hostel 旅店
hostess 女主人
hostile 敌对
hostilities 战斗
hostility 敌意
hot 热
hotbed 温床
hotbox 火车热轴
hotcake 烤饼
hotchpotch 杂烩
hotel 旅馆
hotelier 旅馆老板
hotfoot 匆忙
hothead 急性子的人
hotplate 电炉
hotpot 罐焖土豆烧肉
hotshot 快车
hotspring 温泉
hotspur 性急的人
hotwell 温泉
hound 猎犬
hound 追逐
hour 小时
hour 一日之计在于晨
hour 黎明之前天最黑
hourglass 沙漏
hourhand 时针
hourly 每小时一次
house 房子
house 住宅
house 容纳
house 勿因小失大
house 房屋
houseboat 水上人家
housebound 闲居家中
housebroke 管教好
housedog 看家狗
housefly 家蝇
household 家庭
housekeep 管理家务
housekeeper 女管家
housekeeping 家务管理
houseless 没有家
houselet 小房子
housemaid 女仆
housemaster 舍监
housemate 舍友
housestaff 住院医生
housesurgeon 住院外科医生
housetop 屋顶
housewarming 乔迁盛宴
housewife 家庭主妇
housewifely 家庭主妇
housewifery 家务
housework 家务劳动
housing 住房供给
houston 休斯敦
hovel 陋屋
hover 盘旋
hovercraft 气垫船
hoverplane 直升飞机
how 方法
how 多么
how 如何
however 然而
howitzer 榴弹炮
howl 嚎叫
howl 号叫
howler 大声叫喊者
howling 嚎叫
howsoever 无论如何
hoyden 爱喧闹的顽皮女孩
hoydenish 顽皮
huaibei 淮北
huaihua 怀化
huaiyin 淮阴
huangshan 黄山
huangshi 黄石
huangzhou 杭州
hub 中枢
hubei 湖北
hubris 傲慢
huckle 髋部
hucklebacked 驼背
hucklebone 髋骨
huckster 叫卖
huckster 小贩
huddle 挤作一团
hudson 哈得孙河
hue 顺化
huff 恫吓
huffish 不高兴
hug 拥抱
huge 巨大
huhehaote 呼和浩特
hulk 巨大笨重的船
hulking 庞大
hull 赫尔
hullabaloo 吵闹
hullo 喂
human 人类
humane 仁慈
humanism 人道主义
humanistic 人文主义
humanitarian 人道主义者
humanity 人性
humankind 人类
humanoid 具有人的特点
humble 谦恭
humblebee 野蜂
humbly 谦恭地
humbug 欺骗
humbuggery 欺骗
humcral 肱骨
humdrum 单调
humdrumness 单调
humerus 肱骨
humic 腐殖
humid 潮湿
humidify 潮湿
humidistat 恒湿器
humidity 湿度
humify 成为腐殖质
humiliate 耻辱
humiliating 羞辱性
humiliation 羞辱
humiliator 羞辱者
humility 谦卑
humiture 温湿度
hummer 发嗡嗡声的东西
humming 哼着唱
humminybird 蜂鸟
hummock 小园丘
humoresque 诙谐曲
humorist 幽默家
humoristic 幽默
humorous 幽默
humour 幽默
humourless 缺乏幽默
humoursome 幽默滑稽
hump 峰丘
hump 弓起
humpback 驼背
humpbacked 驼背
humpless 无隆肉
humpy 多隆肉
humus 腐殖质
hunan 湖南
hunch 肉峰
hunchback 驼背
hunchbacked 驼背
hundred 百
hungarian 匈牙利人
hungarian 匈牙利
hungary 匈牙利人
hungary 匈牙利
